setor,id_firma,faixa_pessoal,numero_firmas_representadas,pessoal_ocupado_firma,market_share_domestico,preco_relativo,qualidade_media_ponderada,pessoal_ocupado_medio_por_firma,peso_variedade,tipo_agente,qualidade,qualidade_efetiva_coorte,qualidade_por_firma
A,A_C000016,coorte de 100 firmas,100,10581,0.0008424095444738659,1.0000678895858102,4.279503518232734,105.81,100,coorte_firmas,1.0593864767400836,1.0593864767400836,1.0591419487759492
A,A_C000017,coorte de 100 firmas,100,6779,0.0005397121540486095,1.0000501677557545,3.3971088715197464,67.79,100,coorte_firmas,0.8479480912791431,0.8479480912791431,0.8477523675984993
A,A_C000018,coorte de 100 firmas,100,11579,0.0009218656190778653,1.000158150703043,6.165573741042215,115.79,100,coorte_firmas,1.108281571489125,1.108281571489125,1.1080257575417944
A,A_C000019,coorte de 100 firmas,100,15181,0.001208639948460236,1.000221278564307,7.937620542139325,151.81,100,coorte_firmas,1.2690572704927927,1.2690572704927927,1.2687643462413165
A,A_C000020,coorte de 100 firmas,100,8745,0.0006962358441001755,1.0000888782529038,4.746840141253288,87.45,100,coorte_firmas,0.9631112220408747,0.9631112220408747,0.9628889163653436
A,A_C000021,coorte de 100 firmas,100,6960,0.000554122524292421,1.0000509680877019,3.458720948800463,69.6,100,coorte_firmas,0.8591940845771101,0.8591940845771101,0.8589957650922851
A,A_C000022,coorte de 100 firmas,100,16271,0.0012954206311439629,1.0005881254991977,12.615411244638397,162.71,100,coorte_firmas,1.3141160119894,1.3141160119894,1.3138126872631524
A,A_C000023,coorte de 100 firmas,100,16064,0.0012789402629645762,1.0002349563336956,8.026888537645528,160.64,100,coorte_firmas,1.3054536066679467,1.3054536066679467,1.3051522814011827
A,A_C000024,coorte de 100 firmas,100,7827,0.0006231489939133303,1.0000244572519694,2.627589293386639,78.27,100,coorte_firmas,0.9111238552285968,0.9111238552285968,0.910913549295602
A,A_C000025,coorte de 100 firmas,100,10438,0.0008310245558282026,1.0000703096064798,4.379103233883676,104.38,100,coorte_firmas,1.0522049593207616,1.0522049593207616,1.0519620889970378
A,A_C000026,coorte de 100 firmas,100,5488,0.0004369287950167825,1.0000209252700365,2.279498952183852,54.88,100,coorte_firmas,0.7629320888801426,0.7629320888801426,0.7627559886234727
A,A_C000027,coorte de 100 firmas,100,5930,0.0004721187599215598,1.000018745928169,2.2987077936287936,59.3,100,coorte_firmas,0.7930592028339649,0.7930592028339649,0.7928761486261148
A,A_C000028,coorte de 100 firmas,100,6097,0.00048541451589236934,1.0000254840719212,2.557368647948022,60.97,100,coorte_firmas,0.8041519431912123,0.8041519431912123,0.8039663285530794
A,A_C000029,coorte de 100 firmas,100,8040,0.0006401070539240035,1.0000521646117604,3.62884274109071,80.4,100,coorte_firmas,0.9234534213013147,0.9234534213013147,0.9232402694534846
A,A_C000030,coorte de 100 firmas,100,14336,0.001141365015554044,1.0001736692328642,6.8576084881861386,143.36,100,coorte_firmas,1.2331974673526205,1.2331974673526205,1.2329128202736857
A,A_C000031,coorte de 100 firmas,100,6191,0.0004928983545825256,1.000024850876531,2.569774413855742,61.91,100,coorte_firmas,0.8103268982121266,0.8103268982121266,0.8101398582686749
A,A_C000032,coorte de 100 firmas,100,11437,0.0009105602457374165,1.0001768228537868,6.609935548650295,114.37,100,coorte_firmas,1.1014771955201166,1.1014771955201166,1.1012229521612722
A,A_C000033,coorte de 100 firmas,100,5455,0.0004343014899447064,1.000016830994474,2.1375993104000575,54.55,100,coorte_firmas,0.76063296081415,0.76063296081415,0.7604573912430398
A,A_C000034,coorte de 100 firmas,100,14918,0.0011877011231888413,1.000475331054068,11.234255099689484,149.18,100,coorte_firmas,1.2582081961727782,1.2582081961727782,1.2579177761085032
A,A_C000035,coorte de 100 firmas,100,4428,0.0003525365714894885,1.0000098523509142,1.6736674407892984,44.28,100,coorte_firmas,0.6852984525217602,0.6852984525217602,0.685140271688704
A,A_C000036,coorte de 100 firmas,100,6133,0.00048828066688008876,1.0000491302619787,3.3067566082440822,61.33,100,coorte_firmas,0.8065339663586772,0.8065339663586772,0.8063478019011078
A,A_C000037,coorte de 100 firmas,100,6683,0.0005320690847480243,1.0000664715122596,3.8110335367292505,66.83,100,coorte_firmas,0.8419308605649712,0.8419308605649712,0.8417365257836654
A,A_C000038,coorte de 100 firmas,100,5471,0.0004355753348281372,1.0000164300548167,2.139888692667374,54.71,100,coorte_firmas,0.7617474628497218,0.7617474628497218,0.7615716360288546
A,A_C000039,coorte de 100 firmas,100,9034,0.0007192446673071453,1.0001889585067125,6.737855795818494,90.34,100,coorte_firmas,0.9789548320973198,0.9789548320973198,0.9787288693940686
A,A_C000040,coorte de 100 firmas,100,12082,0.0009619121176007227,1.000166916304544,6.503964729239586,120.82,100,coorte_firmas,1.132103894295736,1.132103894295736,1.1318425816713649
A,A_C000041,coorte de 100 firmas,100,10705,0.0008522818423204549,1.0000621102985738,4.178491179789982,107.05,100,coorte_firmas,1.065572239284153,1.065572239284153,1.0653262835201036
A,A_C000042,coorte de 100 firmas,100,5282,0.0004205280421426103,1.0000250835477993,2.5088879383263927,52.82,100,coorte_firmas,0.7484781251818142,0.7484781251818142,0.7483053611941968
A,A_C000043,coorte de 100 firmas,100,8686,0.0006915385410925242,1.000059987994389,4.027060988984406,86.86,100,coorte_firmas,0.9598401694596476,0.9598401694596476,0.959618618809639
A,A_C000044,coorte de 100 firmas,100,4906,0.00039059268738198525,1.0000159423591064,2.071907831500754,49.06,100,coorte_firmas,0.7213421398863218,0.7213421398863218,0.7211756394365015
A,A_C000045,coorte de 100 firmas,100,30246,0.0024080445215155983,1.0005365740291783,12.799561019267454,302.46,100,coorte_firmas,1.7916250782528327,1.7916250782528327,1.7912115347137223
A,A_C000046,coorte de 100 firmas,100,5146,0.00040970036063344806,1.000022717700466,2.324393861284789,51.46,100,coorte_firmas,0.7387783983589288,0.7387783983589288,0.7386078732657135
A,A_C000047,coorte de 100 firmas,100,26644,0.0021212701921332275,1.0006214948145837,13.061546819980585,266.44,100,coorte_firmas,1.6816475813669227,1.6816475813669227,1.6812594228728401
A,A_C000048,coorte de 100 firmas,100,16451,0.0013097513860825599,1.0002767245851851,8.6474988818617,164.51,100,coorte_firmas,1.3211180521594905,1.3211180521594905,1.320813111219835
A,A_C000049,coorte de 100 firmas,100,6252,0.0004977548882006057,1.0000514632576323,3.4002331974171893,62.52,100,coorte_firmas,0.8143221953908131,0.8143221953908131,0.8141342332514429
A,A_C000050,coorte de 100 firmas,100,7882,0.0006275278357001239,1.0000738198313817,4.294122045070283,78.82,100,coorte_firmas,0.9143465446880263,0.9143465446880263,0.9141354948927016
A,A_C000051,coorte de 100 firmas,100,6652,0.0005296010102863771,1.0000262460792073,2.651664126515062,66.52,100,coorte_firmas,0.8399556138508111,0.8399556138508111,0.8397617349966559
A,A_C000052,coorte de 100 firmas,100,7196,0.000572911736323026,1.0000319100720403,2.94298174559919,71.96,100,coorte_firmas,0.8736294587014471,0.8736294587014471,0.8734278072384218
A,A_C000053,coorte de 100 firmas,100,8164,0.0006499793517705927,1.0000465482923024,3.3914071384549844,81.64,100,coorte_firmas,0.9305441964480163,0.9305441964480163,0.9303294079049396
A,A_C000054,coorte de 100 firmas,100,5528,0.00044011340722535967,1.000057198296152,3.5448322063078908,55.28,100,coorte_firmas,0.7657240699978429,0.7657240699978429,0.7655473252950964
A,A_C000055,coorte de 100 firmas,100,9054,0.0007208369734114338,1.0001338684942984,5.676458691837864,90.54,100,coorte_firmas,0.9800054784547536,0.9800054784547536,0.9797792732409356
A,A_C000056,coorte de 100 firmas,100,5231,0.0004164676615766744,1.0000159260300319,2.095964917252135,52.31,100,coorte_firmas,0.7448518275600929,0.7448518275600929,0.7446799005957849
A,A_C000057,coorte de 100 firmas,100,6875,0.0005473552233491945,1.0000510784350511,3.459105289993496,68.75,100,coorte_firmas,0.8539315084857116,0.8539315084857116,0.8537344037105756
A,A_C000058,coorte de 100 firmas,100,4175,0.00033239389927023814,1.000014084326537,1.8458376456947785,41.75,100,coorte_firmas,0.6654344604842345,0.6654344604842345,0.6652808646648999
A,A_C000059,coorte de 100 firmas,100,7318,0.0005826248035591863,1.0000285183136886,2.767113009799,73.18,100,coorte_firmas,0.8810022375558864,0.8810022375558864,0.8807988843054183
A,A_C000060,coorte de 100 firmas,100,7213,0.0005742651965116713,1.0000315195540108,2.932701952932498,72.13,100,coorte_firmas,0.8746605864254114,0.8746605864254114,0.8744586969571173
A,A_C000061,coorte de 100 firmas,100,4747,0.0003779338538528911,1.0000151010229559,2.01150681360784,47.47,100,coorte_firmas,0.7095564113316415,0.7095564113316415,0.709392631267887
A,A_C000062,coorte de 100 firmas,100,7386,0.0005880386443137674,1.000040952950221,3.3119066219979154,73.86,100,coorte_firmas,0.8850925812898142,0.8850925812898142,0.8848882839047476
A,A_C000063,coorte de 100 firmas,100,16046,0.0012775071874707165,1.000224777604755,7.943390284757368,160.46,100,coorte_firmas,1.3047140431917124,1.3047140431917124,1.3044128886312534
A,A_C000064,coorte de 100 firmas,100,15805,0.0012583198989140393,1.0004757238401059,11.32070012282277,158.05,100,coorte_firmas,1.2950739295330465,1.2950739295330465,1.294775000107058
A,A_C000065,coorte de 100 firmas,100,9650,0.0007682876953192331,1.0000524137432567,3.789706400439349,96.5,100,coorte_firmas,1.0116975350633928,1.0116975350633928,1.0114640146777731
A,A_C000066,coorte de 100 firmas,100,6395,0.0005091398768462689,1.000023689141558,2.5186293089939706,63.95,100,coorte_firmas,0.8235686851486971,0.8235686851486971,0.8233785887312652
A,A_C000067,coorte de 100 firmas,100,22105,0.0017598963217649376,1.0003251666318482,9.639316634393198,221.05,100,coorte_firmas,1.531451876911692,1.531451876911692,1.531098386643643
A,A_C000068,coorte de 100 firmas,100,10006,0.0007966307439755695,1.0001579368696607,6.388111246454354,100.06,100,coorte_firmas,1.0302551127670678,1.0302551127670678,1.0300173089147486
A,A_C000069,coorte de 100 firmas,100,15649,0.0012458999113005886,1.0005678091291972,12.418128927182831,156.49,100,coorte_firmas,1.28873786484244,1.28873786484244,1.2884403979091616
A,A_C000070,coorte de 100 firmas,100,5655,0.000450224550987592,1.000024066948855,2.4595516612268287,56.55,100,coorte_firmas,0.7744545820214687,0.7744545820214687,0.7742758221388251
A,A_C000071,coorte de 100 firmas,100,4783,0.00038080000484061054,1.0000114441675858,1.8000338426483378,47.83,100,coorte_firmas,0.7122403114100283,0.7122403114100283,0.712075911847501
A,A_C000072,coorte de 100 firmas,100,10091,0.000803398044918796,1.000070466796811,4.383893624664921,100.91,100,coorte_firmas,1.0345675259070377,1.0345675259070377,1.0343287266619805
A,A_C000073,coorte de 100 firmas,100,4119,0.0003279354421782302,1.0000095366938928,1.6161682239664388,41.19,100,coorte_firmas,0.6609547967773297,0.6609547967773297,0.6608022349555686
A,A_C000074,coorte de 100 firmas,100,35129,0.0027968060568776517,1.0012702571322798,19.35368428066466,351.29,100,coorte_firmas,1.9316883502978348,1.9316883502978348,1.9312424773043513
A,A_C000075,coorte de 100 firmas,100,9354,0.0007447215649757623,1.0002008702948577,6.992758701093738,93.54,100,coorte_firmas,0.9961492157833354,0.9961492157833354,0.9959192842663135
A,A_C000076,coorte de 100 firmas,100,6356,0.0005060348799429062,1.0000255337221358,2.6134862357178474,63.56,100,coorte_firmas,0.8210544805792193,0.8210544805792193,0.8208649644913822
A,A_C000077,coorte de 100 firmas,100,5990,0.0004768956782344255,1.000020418398855,2.2879019557888136,59.9,100,coorte_firmas,0.7970620089076564,0.7970620089076564,0.7968780307706816
A,A_C000078,coorte de 100 firmas,100,5733,0.00045643454479431743,1.0000198451866755,2.317310789112922,57.33,100,coorte_firmas,0.77977538139278,0.77977538139278,0.7795953933613294
A,A_C000079,coorte de 100 firmas,100,7258,0.0005778478852463206,1.0000532689331794,3.5727724972112975,72.58,100,coorte_firmas,0.8773961814347288,0.8773961814347288,0.8771936605354196
A,A_C000080,coorte de 100 firmas,100,6332,0.00050412411261776,1.0000391950055731,3.1114823940575023,63.32,100,coorte_firmas,0.8195095972610281,0.8195095972610281,0.8193204377637093
A,A_C000081,coorte de 100 firmas,100,10056,0.000800611509236291,1.0000873607655671,4.857582593814832,100.56,100,coorte_firmas,1.032782269003257,1.032782269003257,1.0325438818318349
A,A_C000082,coorte de 100 firmas,100,33717,0.002684389245914879,1.0017746187602241,23.538542507106385,337.17,100,coorte_firmas,1.893040280941233,1.893040280941233,1.892603328708893
A,A_C000083,coorte de 100 firmas,100,6499,0.0005174198685885695,1.0001114337442512,4.958559646329618,64.99,100,coorte_firmas,0.8302821125340779,0.8302821125340779,0.8300904665209442
A,A_C000084,coorte de 100 firmas,100,16644,0.0013251171399889445,1.000153949330257,6.535426458558152,166.44,100,coorte_firmas,1.3287471432891498,1.3287471432891498,1.3284404413999609
A,A_C000085,coorte de 100 firmas,100,9467,0.0007537180944649927,1.000087483967086,4.676050424139215,94.67,100,coorte_firmas,1.0020799244049527,1.0020799244049527,1.001848623959653
A,A_C000086,coorte de 100 firmas,100,8062,0.0006418585906387209,1.000038180948392,3.231358595752992,80.62,100,coorte_firmas,0.9247082313247394,0.9247082313247394,0.9244947898412125
A,A_C000087,coorte de 100 firmas,100,7602,0.0006052355502400839,1.0000296476565618,2.8892156889984664,76.02,100,coorte_firmas,0.8979352807718268,0.8979352807718268,0.8977280190302885
A,A_C000088,coorte de 100 firmas,100,6877,0.0005475144539596234,1.000070362485846,4.0458029456497275,68.77,100,coorte_firmas,0.8540655889224767,0.8540655889224767,0.8538684531988466
A,A_C000089,coorte de 100 firmas,100,5388,0.0004289672644953397,1.0000118319251312,1.8648658363554886,53.88,100,coorte_firmas,0.7559450966536964,0.7559450966536964,0.7557706091370624
A,A_C000090,coorte de 100 firmas,100,4618,0.0003676634794802299,1.0000095781827878,1.6675325190357904,46.18,100,coorte_firmas,0.6998465691077776,0.6998465691077776,0.6996850302732659
A,A_C000091,coorte de 100 firmas,100,4203,0.00033462312781624217,1.0000079056677604,1.5326027593804128,42.03,100,coorte_firmas,0.667659653584191,0.667659653584191,0.667505544144992
A,A_C000092,coorte de 100 firmas,100,4546,0.00036193117750479105,1.0000087768623094,1.6316315616495225,45.46,100,coorte_firmas,0.6943690909611024,0.6943690909611024,0.6942088164400487
A,A_C000093,coorte de 100 firmas,100,47596,0.003789370066985929,1.0023365192260922,27.00166886815179,475.96,100,coorte_firmas,2.249918247318895,2.249918247318895,2.2493989203871614
A,A_C000094,coorte de 100 firmas,100,19810,0.0015771791962978245,1.0006720738625765,13.648146304812217,198.1,100,coorte_firmas,1.4500757289453534,1.4500757289453534,1.449741021948781
A,A_C000095,coorte de 100 firmas,100,7743,0.0006164613082753184,1.0000214835250218,2.522237257252145,77.43,100,coorte_firmas,0.9062199222349118,0.9062199222349118,0.9060107482294782
A,A_C000096,coorte de 100 firmas,100,5413,0.0004309576471257004,1.000011279608328,1.8270960442074042,54.13,100,coorte_firmas,0.7576965860980194,0.7576965860980194,0.7575216943019678
A,A_C000097,coorte de 100 firmas,100,5345,0.00042554380637111925,1.0000549884007333,3.4135476613413935,53.45,100,coorte_firmas,0.7529420650934956,0.7529420650934956,0.7527682707376767
A,A_C000098,coorte de 100 firmas,100,10762,0.0008568199147176773,1.0001846864949655,6.914069739734902,107.62,100,coorte_firmas,1.0684839235993961,1.0684839235993961,1.0682372957593356
A,A_C000099,coorte de 100 firmas,100,12364,0.0009843636336711915,1.0001471675305371,6.139233916952483,123.64,100,coorte_firmas,1.1452260588800705,1.1452260588800705,1.1449617173929931
A,A_C000100,coorte de 100 firmas,100,5835,0.0004645553059261891,1.000024155004688,2.497781264030216,58.35,100,coorte_firmas,0.7866836100968201,0.7866836100968201,0.7865020275055578
A,A_C000101,coorte de 100 firmas,100,6372,0.0005073087248263371,1.0000332416370696,2.9712751291231982,63.72,100,coorte_firmas,0.8220910557632632,0.8220910557632632,0.8219013004127728
A,A_C000102,coorte de 100 firmas,100,4627,0.00036838001722715977,1.0000112759913484,1.7949699019876837,46.27,100,coorte_firmas,0.7005289147312443,0.7005289147312443,0.7003672183974725
A,A_C000103,coorte de 100 firmas,100,5893,0.00046917299362862595,1.0000192971141857,2.3238177651741676,58.93,100,coorte_firmas,0.7905814621521177,0.7905814621521177,0.7903989798572548
A,A_C000104,coorte de 100 firmas,100,4646,0.00036989270802623386,1.0000199966338619,2.1406149129445344,46.46,100,coorte_firmas,0.7019694164145309,0.7019694164145309,0.7018073875836471
A,A_C000105,coorte de 100 firmas,100,7877,0.0006271297591740517,1.0000607564207238,3.92369786901519,78.77,100,coorte_firmas,0.9140493238169645,0.9140493238169645,0.9138383426262674
A,A_C000106,coorte de 100 firmas,100,9329,0.0007427311823454016,1.0001993065850214,6.881368773822182,93.29,100,coorte_firmas,0.9948162111711044,0.9948162111711044,0.9945865873386823
A,A_C000107,coorte de 100 firmas,100,5607,0.00044640301633729946,1.000016903398606,2.1517193942640205,56.07,100,coorte_firmas,0.7711574532283951,0.7711574532283951,0.7709794543901948
A,A_C000108,coorte de 100 firmas,100,6636,0.0005283271654029462,1.0000241337665554,2.5584369882299574,66.36,100,coorte_firmas,0.8389437733318711,0.8389437733318711,0.838750128031105
A,A_C000109,coorte de 100 firmas,100,6639,0.0005285660113185895,1.0000518545072685,3.6023641606661077,66.39,100,coorte_firmas,0.8391473429979219,0.8391473429979219,0.8389536507091332
A,A_C000110,coorte de 100 firmas,100,6432,0.0005120856431392028,1.000053801722939,3.5463199139607102,64.32,100,coorte_firmas,0.8259626609060379,0.8259626609060379,0.8257720119102685
A,A_C000111,coorte de 100 firmas,100,19205,0.0015290119366430956,1.0003009355555097,9.261763528330743,192.05,100,coorte_firmas,1.427443536668392,1.427443536668392,1.4271140536425069
A,A_C000112,coorte de 100 firmas,100,5850,0.0004657495355044056,1.0000230526214091,2.428745210274269,58.5,100,coorte_firmas,0.7876936015446057,0.7876936015446057,0.7875117858267575
A,A_C000113,coorte de 100 firmas,100,4923,0.0003919461475706305,1.0000130834650494,1.8891573061457894,49.23,100,coorte_firmas,0.7225895970797311,0.7225895970797311,0.722422808691397
A,A_C000114,coorte de 100 firmas,100,10675,0.0008498933831640221,1.0001688982413848,6.434221366757995,106.75,100,coorte_firmas,1.0641462693281727,1.0641462693281727,1.0639006427070168
A,A_C000115,coorte de 100 firmas,100,8167,0.0006502181976862359,1.0000555933561646,3.7961866089979797,81.67,100,coorte_firmas,0.9307202036354149,0.9307202036354149,0.9305053744662964
A,A_C000116,coorte de 100 firmas,100,53484,0.004258144984088484,1.0033958164466774,33.63006073569824,534.84,100,coorte_firmas,2.386539843715269,2.386539843715269,2.3859889817379627
A,A_C000117,coorte de 100 firmas,100,15465,0.0012312506951411336,1.0001291257857154,5.944875798787384,154.65,100,coorte_firmas,1.2808019641557795,1.2808019641557795,1.2805063289899261
A,A_C000118,coorte de 100 firmas,100,7758,0.0006176555378535348,1.0000324203657622,3.0147038182814807,77.58,100,coorte_firmas,0.9071032297111382,0.9071032297111382,0.9068938518203581
A,A_C000119,coorte de 100 firmas,100,14737,0.00117329075294503,1.0001629756640393,6.552849883751798,147.37,100,coorte_firmas,1.2503177127839997,1.2503177127839997,1.2500291140039128
A,A_C000120,coorte de 100 firmas,100,8569,0.0006822235503824362,1.0000828625979041,4.411843436399459,85.69,100,coorte_firmas,0.9533668358456273,0.9533668358456273,0.9531467793727907
A,A_C000121,coorte de 100 firmas,100,8302,0.0006609662638901837,1.0000362742597104,3.1935405817133304,83.02,100,coorte_firmas,0.9383701718521346,0.9383701718521346,0.9381535769146259
A,A_C000122,coorte de 100 firmas,100,22927,0.0018253401026511976,1.0003421238523846,9.915255191697817,229.27,100,coorte_firmas,1.559682242134458,1.559682242134458,1.5593222357234469
A,A_C000123,coorte de 100 firmas,100,9474,0.0007542754016014937,1.0000664070856988,4.252458230652411,94.74,100,coorte_firmas,1.0024376541377344,1.0024376541377344,1.0022062711211304
A,A_C000124,coorte de 100 firmas,100,5790,0.0004609726171915398,1.0000170726403401,2.2122678279735553,57.9,100,coorte_firmas,0.7836409245003194,0.7836409245003194,0.7834600442228309
A,A_C000125,coorte de 100 firmas,100,9815,0.0007814242206796138,1.0000745537197844,4.4057360746659775,98.15,100,coorte_firmas,1.020323656367106,1.020323656367106,1.0200881448970929
A,A_C000126,coorte de 100 firmas,100,8062,0.0006418585906387209,1.0000305666092282,2.9239731838369134,80.62,100,coorte_firmas,0.9247040068543398,0.9247040068543398,0.9244905663459065
A,A_C000127,coorte de 100 firmas,100,40398,0.0032162991000524747,1.0024568979368111,28.336968052621373,403.98,100,coorte_firmas,2.0729686553566893,2.0729686553566893,2.0724901719928392
A,A_C000128,coorte de 100 firmas,100,4465,0.0003554823377824224,1.0000130646718166,1.8535843685742146,44.65,100,coorte_firmas,0.6881569711130398,0.6881569711130398,0.6879981304757032
A,A_C000129,coorte de 100 firmas,100,11483,0.0009142225497772801,1.000207153065212,7.6097541087914475,114.83,100,coorte_firmas,1.1037101433438667,1.1037101433438667,1.10345538457521
A,A_C000130,coorte de 100 firmas,100,6858,0.0005460017631605492,1.00004924889312,3.387541911866966,68.58,100,coorte_firmas,0.8528741489798062,0.8528741489798062,0.8526772882647682
A,A_C000131,coorte de 100 firmas,100,5929,0.00047203914461634537,1.0000188210361882,2.306018849911336,59.29,100,coorte_firmas,0.7929923673518188,0.7929923673518188,0.7928093285709585
A,A_C000132,coorte de 100 firmas,100,45625,0.003632448300408291,1.0019066366189404,24.02074900793917,456.25,100,coorte_firmas,2.202273071815277,2.202273071815277,2.2017647423599347
A,A_C000133,coorte de 100 firmas,100,34142,0.0027182257506310112,1.0015247283068895,21.2257108442931,341.42,100,coorte_firmas,1.904648604400701,1.904648604400701,1.9042089727310025
A,A_C000134,coorte de 100 firmas,100,8161,0.0006497405058549494,1.0000555943810472,3.7841146412224904,81.61,100,coorte_firmas,0.9303782581288589,0.9303782581288589,0.9301635078877241
A,A_C000135,coorte de 100 firmas,100,9008,0.0007171746693715701,1.0000615254430925,3.941568969329285,90.08,100,coorte_firmas,0.9774703623078439,0.9774703623078439,0.9772447422504387
A,A_C000136,coorte de 100 firmas,100,24392,0.001941976524790335,1.000440665712053,11.421025736481116,243.92,100,coorte_firmas,1.608836406356126,1.608836406356126,1.6084650541634098
A,A_C000137,coorte de 100 firmas,100,10130,0.0008065030418221587,1.000102932607314,5.288102807412643,101.3,100,coorte_firmas,1.0365850020012715,1.0365850020012715,1.0363457370816633
A,A_C000138,coorte de 100 firmas,100,21334,0.0016985129214446134,1.0007232675798365,14.65922469023092,213.34,100,coorte_firmas,1.5048663172219896,1.5048663172219896,1.5045189634423028
A,A_C000139,coorte de 100 firmas,100,5488,0.0004369287950167825,1.0000125018694694,1.9253089286994856,54.88,100,coorte_firmas,0.7629282330647766,0.7629282330647766,0.7627521336981075
A,A_C000140,coorte de 100 firmas,100,7199,0.0005731505822386693,1.000050062522991,3.465479668996264,71.99,100,coorte_firmas,0.8738210637878209,0.8738210637878209,0.8736193680984412
A,A_C000141,coorte de 100 firmas,100,4804,0.00038247192625011356,1.000014277385575,1.964620369112774,48.04,100,coorte_firmas,0.7138033756425853,0.7138033756425853,0.7136386152930149
A,A_C000142,coorte de 100 firmas,100,13771,0.0010963823681078922,1.00017112658672,6.707228376830385,137.71,100,coorte_firmas,1.2086504127170132,1.2086504127170132,1.2083714315979783
A,A_C000143,coorte de 100 firmas,100,27483,0.0021880674332081327,1.001057444331269,17.889604231945757,274.83,100,coorte_firmas,1.7083657126587277,1.7083657126587277,1.7079713870760582
A,A_C000144,coorte de 100 firmas,100,10796,0.0008595268350949679,1.000062209767983,4.143399423374384,107.96,100,coorte_firmas,1.0700917740937075,1.0700917740937075,1.0698447751290228
A,A_C000145,coorte de 100 firmas,100,6095,0.00048525528528194046,1.0000193122931897,2.3577005508419195,60.95,100,coorte_firmas,0.8040170620522992,0.8040170620522992,0.8038314785474787
A,A_C000146,coorte de 100 firmas,100,6755,0.0005378013867234632,1.0000579489034005,3.763062231840614,67.55,100,coorte_firmas,0.8464496975115933,0.8464496975115933,0.8462543196907327
A,A_C000147,coorte de 100 firmas,100,5952,0.0004738702966362772,1.0000246465174358,2.54425346884451,59.52,100,coorte_firmas,0.7945317585461067,0.7945317585461067,0.7943483644424222
A,A_C000148,coorte de 100 firmas,100,12726,0.0010131843741588145,1.0001629477442955,6.511523540615969,127.26,100,coorte_firmas,1.1618813860226058,1.1618813860226058,1.161613200146981
A,A_C000149,coorte de 100 firmas,100,9812,0.0007811853747639705,1.0000931542238132,5.05433629019549,98.12,100,coorte_firmas,1.0201790956241374,1.0201790956241374,1.0199436175216865
A,A_C000150,coorte de 100 firmas,100,8027,0.000639072054956216,1.0000647820448623,4.045714348106072,80.27,100,coorte_firmas,0.922713531161991,0.922713531161991,0.9225005500958665
