setor,id_firma,faixa_pessoal,numero_firmas_representadas,pessoal_ocupado_firma,market_share_domestico,preco_relativo,qualidade_media_ponderada,pessoal_ocupado_medio_por_firma,peso_variedade,tipo_agente,qualidade,qualidade_efetiva_coorte,qualidade_por_firma
A,A_C000011,coorte de 6168 firmas,6168,646455,0.05146771213239325,1.0004586889839817,9.110458027651134,104.8078793774319,6168,coorte_firmas,0.7584132741066434,0.7584132741066434,0.9427643452235454
B,B_C000001,coorte de 10000 firmas,10000,186684,0.8794482602673903,1.0081426588628994,17.205927428509955,18.6684,10000,coorte_firmas,1.6457495521707775,1.6457495521707775,1.0068287817437636
B,B_C000002,coorte de 1512 firmas,1512,25590,0.12055173973260974,1.0034756764123216,11.274371216118201,16.924603174603174,1512,coorte_firmas,0.6076258679098404,0.6076258679098404,0.9559875474762946
C,C_C000001,coorte de 10000 firmas,10000,245132,0.02321246843975664,1.0001328820386421,12.013803956752643,24.5132,10000,coorte_firmas,0.9909987387288505,0.9909987387288505,0.9822517057479395
C,C_C000002,coorte de 10000 firmas,10000,260726,0.02468912278455685,1.0001260038933404,11.981637146214487,26.0726,10000,coorte_firmas,1.022029605451317,1.022029605451317,1.0130086790696982
C,C_C000003,coorte de 10000 firmas,10000,245098,0.023209248852240724,1.0001412647762118,12.4667281461791,24.5098,10000,coorte_firmas,0.9909349935489519,0.9909349935489519,0.982188523213753
C,C_C000004,coorte de 10000 firmas,10000,260340,0.024652570996876146,1.0001301577435775,12.180544723586655,26.034,10000,coorte_firmas,1.0212753223124593,1.0212753223124593,1.0122610535977326
C,C_C000005,coorte de 10000 firmas,10000,273461,0.025895047696768644,1.0001591981653661,13.57418193969099,27.3461,10000,coorte_firmas,1.0467130832952782,1.0467130832952782,1.0374742886295267
C,C_C000006,coorte de 10000 firmas,10000,259441,0.024567441315205288,1.0001466535144499,12.810468605897354,25.9441,10000,coorte_firmas,1.0195205646027508,1.0195205646027508,1.0105217842261622
C,C_C000007,coorte de 10000 firmas,10000,243824,0.02308860901414431,1.0001291486247512,11.942335997699475,24.3824,10000,coorte_firmas,0.9883490532705248,0.9883490532705248,0.9796254076918249
C,C_C000008,coorte de 10000 firmas,10000,225016,0.02130760895533949,1.0001160618343237,11.004497925658505,22.5016,10000,coorte_firmas,0.9494572500994504,0.9494572500994504,0.9410768823391064
C,C_C000009,coorte de 10000 firmas,10000,263332,0.02493589469827683,1.0001323001935867,12.27799882555559,26.3332,10000,coorte_firmas,1.027128464038454,1.027128464038454,1.0180625326709725
C,C_C000010,coorte de 10000 firmas,10000,256817,0.024318964913976882,1.0001352264491676,12.362211672867637,25.6817,10000,coorte_firmas,1.0143447657960896,1.0143447657960896,1.0053916695168619
C,C_C000011,coorte de 10000 firmas,10000,267057,0.02528862891877066,1.0001558140404767,13.524300437672261,26.7057,10000,coorte_firmas,1.0343822397717402,1.0343822397717402,1.025252283080012
C,C_C000012,coorte de 10000 firmas,10000,257954,0.02442663170825916,1.0001512160233261,13.084444834123628,25.7954,10000,coorte_firmas,1.0165974302023018,1.0165974302023018,1.0076244508202143
C,C_C000013,coorte de 10000 firmas,10000,253410,0.023996343306131922,1.0001533175178592,13.049854038931976,25.341,10000,coorte_firmas,1.0076049587929121,1.0076049587929121,0.9987113513019523
C,C_C000014,coorte de 10000 firmas,10000,276415,0.026174773035651536,1.0001545510755232,13.49231201440209,27.6415,10000,coorte_firmas,1.0523484034668074,1.0523484034668074,1.0430598687464303
C,C_C000015,coorte de 10000 firmas,10000,244330,0.023136524051881192,1.0001423009351662,12.474380199312204,24.433,10000,coorte_firmas,0.9893818725444111,0.9893818725444111,0.9806491108045103
C,C_C000016,coorte de 10000 firmas,10000,231278,0.021900581220770998,1.000104069417787,10.611101850310066,23.1278,10000,coorte_firmas,0.9625709528262983,0.9625709528262983,0.954074837198908
C,C_C000017,coorte de 10000 firmas,10000,283907,0.026884218614158857,1.0001700753685154,14.219249874553471,28.3907,10000,coorte_firmas,1.066524503863903,1.066524503863903,1.0571108440420822
C,C_C000018,coorte de 10000 firmas,10000,234885,0.022242141578709587,1.000109677818636,10.868892199351373,23.4885,10000,coorte_firmas,0.9700512805135049,0.9700512805135049,0.9614891399050212
C,C_C000019,coorte de 10000 firmas,10000,232775,0.022042337765221808,1.0001059134279477,10.597926484097263,23.2775,10000,coorte_firmas,0.9656822272271341,0.9656822272271341,0.9571586499908302
C,C_C000020,coorte de 10000 firmas,10000,243650,0.023072132301562853,1.0001329991526178,12.146448330110497,24.365,10000,coorte_firmas,0.9879986150973366,0.9879986150973366,0.9792780626550238
C,C_C000021,coorte de 10000 firmas,10000,236862,0.022429351123385104,1.000117565623298,11.235334672326772,23.6862,10000,coorte_firmas,0.9741297408728927,0.9741297408728927,0.9655316018056009
C,C_C000022,coorte de 10000 firmas,10000,245959,0.023290780171393796,1.0001237773941782,11.75433585319163,24.5959,10000,coorte_firmas,0.9926635716815516,0.9926635716815516,0.9839018440817924
C,C_C000023,coorte de 10000 firmas,10000,284549,0.026945012001959402,1.0001738286776996,14.345710461191567,28.4549,10000,coorte_firmas,1.0677320950243185,1.0677320950243185,1.0583077764203066
C,C_C000024,coorte de 10000 firmas,10000,288671,0.027335339641389084,1.0001688064033258,14.24516990344593,28.8671,10000,coorte_firmas,1.0754346755163586,1.0754346755163586,1.065942370220771
C,C_C000025,coorte de 10000 firmas,10000,274353,0.025979514522186224,1.0001561255302207,13.339588880898114,27.4353,10000,coorte_firmas,1.0484168929440962,1.0484168929440962,1.0391630596323718
C,C_C000026,coorte de 10000 firmas,10000,220591,0.020888589109517963,1.000109003598798,10.506106495022726,22.0591,10000,coorte_firmas,0.9400712496296285,0.9400712496296285,0.9317737272377598
C,C_C000027,coorte de 10000 firmas,10000,239591,0.022687770368412664,1.000127810325433,11.660677336817168,23.9591,10000,coorte_firmas,0.9797313975402965,0.9797313975402965,0.9710838155487076
C,C_C000028,coorte de 10000 firmas,10000,253091,0.023966135999732584,1.0001299161293111,12.164372857917137,25.3091,10000,coorte_firmas,1.0069564210191122,1.0069564210191122,0.9980685378354344
C,C_C000029,coorte de 10000 firmas,10000,282392,0.02674075758219962,1.0001540813155023,13.572373768814543,28.2392,10000,coorte_firmas,1.0636648685970416,1.0636648685970416,1.054276449295733
C,C_C000030,coorte de 10000 firmas,10000,267746,0.02535387291284321,1.0001756438680638,14.206653522645805,26.7746,10000,coorte_firmas,1.035728040526608,1.035728040526608,1.0265862051481283
C,C_C000031,coorte de 10000 firmas,10000,266831,0.02526722813116486,1.000170143496749,14.035804541393452,26.6831,10000,coorte_firmas,1.0339533564200138,1.0339533564200138,1.024827185259665
C,C_C000032,coorte de 10000 firmas,10000,270006,0.02556788078890121,1.000168493177869,14.007022707276407,27.0006,10000,coorte_firmas,1.0400855985753716,1.0400855985753716,1.0309053012872251
C,C_C000033,coorte de 10000 firmas,10000,247791,0.023464259122251432,1.0001446715164723,12.69284501249402,24.7791,10000,coorte_firmas,0.9963660780381315,0.9963660780381315,0.9875716703309739
C,C_C000034,coorte de 10000 firmas,10000,266879,0.02527177343118733,1.000149123248432,13.167739261434187,26.6879,10000,coorte_firmas,1.034033311346902,1.034033311346902,1.0249064344657939
C,C_C000035,coorte de 10000 firmas,10000,263958,0.02499517298606989,1.0001508744392265,13.109876979164454,26.3958,10000,coorte_firmas,1.028360057130842,1.028360057130842,1.019283255128538
C,C_C000036,coorte de 10000 firmas,10000,268058,0.02538341736298927,1.000140326359216,12.821146170210884,26.8058,10000,coorte_firmas,1.036309366551797,1.036309366551797,1.0271624001093547
C,C_C000037,coorte de 10000 firmas,10000,249175,0.02359531527289934,1.000151828670197,13.030241885303765,24.9175,10000,coorte_firmas,0.9991490212132281,0.9991490212132281,0.9903300499069609
C,C_C000038,coorte de 10000 firmas,10000,227085,0.021503530325058078,1.0000941857414374,10.091980252487327,22.7085,10000,coorte_firmas,0.9537998268652579,0.9537998268652579,0.9453811294272786
C,C_C000039,coorte de 10000 firmas,10000,240252,0.022750362937472107,1.000119598814573,11.396748016268893,24.0252,10000,coorte_firmas,0.9810771085165684,0.9810771085165684,0.972417648630657
C,C_C000040,coorte de 10000 firmas,10000,249373,0.02361406463549203,1.000129427422188,11.855989366263382,24.9373,10000,coorte_firmas,0.9995324827407361,0.9995324827407361,0.9907101268180241
C,C_C000041,coorte de 10000 firmas,10000,236654,0.02240965482328773,1.0001259307701285,11.574253151220171,23.6654,10000,coorte_firmas,0.9737068181805827,0.9737068181805827,0.9651124120330148
C,C_C000042,coorte de 4705 firmas,4705,121644,0.011518926581946693,1.0001419242439273,12.539005143013217,25.854197662061637,4705,coorte_firmas,0.6981050820575814,0.6981050820575814,1.0087665563375805
D,D_C000001,coorte de 7310 firmas,7310,167533,1.0,1.011973702182463,23.312110775535682,22.918331053351572,7310,coorte_firmas,1.0,1.0,1.0
E,E_C000001,coorte de 10000 firmas,10000,401965,0.6996122209574731,1.0033814981445495,17.106841074331776,40.1965,10000,coorte_firmas,1.2354200926330472,1.2354200926330472,1.0087429100677539
E,E_C000002,coorte de 4539 firmas,4539,172589,0.3003877790425269,1.0032207206731738,16.432111587843817,38.02357347433355,4539,coorte_firmas,0.8094412629057239,0.8094412629057239,0.981004689077534
F,F_C000001,coorte de 10000 firmas,10000,245922,0.03489331815134456,1.0003010350926484,12.126456702968424,24.5922,10000,coorte_firmas,1.0647924965566897,1.0647924965566897,1.0477182164906518
F,F_C000002,coorte de 10000 firmas,10000,208826,0.02962985034390042,1.0001638803727742,8.497647208618291,20.8826,10000,coorte_firmas,0.9811216175922229,0.9811216175922229,0.9653890261889345
F,F_C000003,coorte de 10000 firmas,10000,201846,0.028639473880239647,1.0001640604325543,8.248537156903156,20.1846,10000,coorte_firmas,0.9645853920966133,0.9645853920966133,0.9491179642310661
F,F_C000004,coorte de 10000 firmas,10000,221495,0.03142742619176838,1.0001429506814832,8.376482475217985,22.1495,10000,coorte_firmas,1.0104319506729487,1.0104319506729487,0.9942293589292488
F,F_C000005,coorte de 10000 firmas,10000,205555,0.029165735528336758,1.0001392183928572,8.02524675865992,20.5555,10000,coorte_firmas,0.9733928620521058,0.9733928620521058,0.957784203656498
F,F_C000006,coorte de 10000 firmas,10000,217871,0.030913225002039635,1.0001740218482638,8.713297898470472,21.7871,10000,coorte_firmas,1.0021504262903593,1.0021504262903593,0.9860806313752806
F,F_C000007,coorte de 10000 firmas,10000,221950,0.03149198511597549,1.0002066331297086,9.643495635007111,22.195,10000,coorte_firmas,1.0115078859200455,1.0115078859200455,0.9952880412187963
F,F_C000008,coorte de 10000 firmas,10000,196011,0.027811558885187982,1.0001331130922113,7.582179523157863,19.6011,10000,coorte_firmas,0.9505232977951487,0.9505232977951487,0.9352813600013239
F,F_C000009,coorte de 10000 firmas,10000,235234,0.03337682192733219,1.0002459469668663,10.805186882597758,23.5234,10000,coorte_firmas,1.041362626009126,1.041362626009126,1.0246640512311456
F,F_C000010,coorte de 10000 firmas,10000,261100,0.03704689035269746,1.0003105936478687,12.481079968446402,26.11,10000,coorte_firmas,1.0971656868938713,1.0971656868938713,1.0795722926152187
F,F_C000011,coorte de 10000 firmas,10000,221317,0.031402170173067574,1.0002023680518966,9.448321073233615,22.1317,10000,coorte_firmas,1.010061864691472,1.010061864691472,0.9938652073920106
F,F_C000012,coorte de 10000 firmas,10000,204060,0.028953613348799097,1.0001111534478127,7.0082670438686865,20.406,10000,coorte_firmas,0.9698303338252127,0.9698303338252127,0.9542788016817955
F,F_C000013,coorte de 10000 firmas,10000,240820,0.034169406873751834,1.0002652600911195,11.225906106100762,24.082,10000,coorte_firmas,1.0536666822230554,1.0536666822230554,1.0367708080628721
F,F_C000014,coorte de 10000 firmas,10000,241497,0.034265464877462196,1.000255599507714,11.112789298100816,24.1497,10000,coorte_firmas,1.0551405772021774,1.0551405772021774,1.038221068675915
F,F_C000015,coorte de 10000 firmas,10000,239315,0.03395586581675907,1.0002224249162037,10.357289093776373,23.9315,10000,coorte_firmas,1.0503420984417713,1.0503420984417713,1.0334995350203169
F,F_C000016,coorte de 10000 firmas,10000,268212,0.03805599599876558,1.0003385708012815,13.188409163557564,26.8212,10000,coorte_firmas,1.1120265879119464,1.1120265879119464,1.094194894446516
F,F_C000017,coorte de 10000 firmas,10000,243630,0.03456811143863532,1.0002645873655283,11.063235648149695,24.363,10000,coorte_firmas,1.059795762900118,1.059795762900118,1.0428016070180348
F,F_C000018,coorte de 10000 firmas,10000,229184,0.03251840106699585,1.0002214520177986,10.277995668282786,22.9184,10000,coorte_firmas,1.0278688538680485,1.0278688538680485,1.0113866559385423
F,F_C000019,coorte de 10000 firmas,10000,241791,0.03430717987464218,1.000247852526922,10.923853354125537,24.1791,10000,coorte_firmas,1.0557777430758781,1.0557777430758781,1.0388480173959347
F,F_C000020,coorte de 10000 firmas,10000,207297,0.02941290398101542,1.000136862313069,7.991117555723297,20.7297,10000,coorte_firmas,0.9775073447846233,0.9775073447846233,0.9618327093740296
F,F_C000021,coorte de 10000 firmas,10000,236181,0.033511189622330295,1.0002769877978885,11.450113892830554,23.6181,10000,coorte_firmas,1.0434760972267734,1.0434760972267734,1.0267436322780805
F,F_C000022,coorte de 10000 firmas,10000,230538,0.03271051707441658,1.0002087485102749,9.958800909855384,23.0538,10000,coorte_firmas,1.030892808454743,1.030892808454743,1.0143621204694868
F,F_C000023,coorte de 10000 firmas,10000,209835,0.029773015079120155,1.0001924814343932,9.114374932811298,20.9835,10000,coorte_firmas,0.9835059146357812,0.9835059146357812,0.9677350902851213
F,F_C000024,coorte de 10000 firmas,10000,236470,0.03355219518078272,1.0002035740809436,9.838777769132394,23.647,10000,coorte_firmas,1.044068341120293,1.044068341120293,1.0273263793558933
F,F_C000025,coorte de 10000 firmas,10000,226864,0.032189221497412324,1.0002173010925186,9.990149511266859,22.6864,10000,coorte_firmas,1.022650582598812,1.022650582598812,1.0062520612780343
F,F_C000026,coorte de 10000 firmas,10000,211620,0.030026284704855754,1.0001450959538627,8.166834460285711,21.162,10000,coorte_firmas,0.9876521670556816,0.9876521670556816,0.9718148562531818
F,F_C000027,coorte de 10000 firmas,10000,209327,0.029700936104401002,1.0001674606310715,8.612185445719389,20.9327,10000,coorte_firmas,0.9822999397835382,0.9822999397835382,0.9665484536160892
F,F_C000028,coorte de 10000 firmas,10000,193178,0.02740959090215776,1.0000647350057315,5.874287716975178,19.3178,10000,coorte_firmas,0.9435905019327387,0.9435905019327387,0.9284597336846973
F,F_C000029,coorte de 10000 firmas,10000,210604,0.029882126755417453,1.00013855394063,7.870788886084008,21.0604,10000,coorte_firmas,0.9852745597279735,0.9852745597279735,0.9694753746011633
F,F_C000030,coorte de 10000 firmas,10000,207227,0.02940297183882971,1.0001239818011098,7.61900890862799,20.7227,10000,coorte_firmas,0.9773347364422059,0.9773347364422059,0.9616628688602642
F,F_C000031,coorte de 10000 firmas,10000,242762,0.03444495287553252,1.0002368019939718,10.87261605625568,24.2762,10000,coorte_firmas,1.0578885369490334,1.0578885369490334,1.040924964030432
F,F_C000032,coorte de 3499 firmas,3499,80286,0.011391599536027072,1.0002773536102512,11.218193114512719,22.945412975135753,3499,coorte_firmas,0.6083871498839889,0.6083871498839889,1.0120164552959867
G,G_C000001,coorte de 10000 firmas,10000,96801,0.00549587558102103,1.0000558947515341,8.842896151401865,9.6801,10000,coorte_firmas,1.026909219812473,1.026909219812473,1.0223583014089737
G,G_C000002,coorte de 10000 firmas,10000,87020,0.004940559426663465,1.0000385860506424,6.452604135086207,8.702,10000,coorte_firmas,0.9736372042055189,0.9736372042055189,0.9693223695682762
G,G_C000003,coorte de 10000 firmas,10000,91083,0.005171236201548936,1.000053934932998,7.901496506896552,9.1083,10000,coorte_firmas,0.9961168436390667,0.9961168436390667,0.9917023867539871
G,G_C000004,coorte de 10000 firmas,10000,88841,0.005043946679202584,1.0000221982503623,5.452886988546994,8.8841,10000,coorte_firmas,0.9837620616264839,0.9837620616264839,0.9794023570055262
G,G_C000005,coorte de 10000 firmas,10000,92488,0.005251005059219151,1.0000601284050539,8.842985358839524,9.2488,10000,coorte_firmas,1.0037739678554556,1.0037739678554556,0.9993255771553494
G,G_C000006,coorte de 10000 firmas,10000,102375,0.005812339362269273,1.0000983243929482,11.822073558280444,10.2375,10000,coorte_firmas,1.0560880874836678,1.0560880874836678,1.0514078580920927
G,G_C000007,coorte de 10000 firmas,10000,77500,0.004400061544086629,1.0000111808680925,3.775642680022872,7.75,10000,coorte_firmas,0.9188218860681874,0.9188218860681874,0.9147499745981459
G,G_C000008,coorte de 10000 firmas,10000,91954,0.005220687215805702,1.000049265002216,7.712955227967865,9.1954,10000,coorte_firmas,1.0008654937612578,1.0008654937612578,0.9964299924461393
G,G_C000009,coorte de 10000 firmas,10000,96764,0.005493774906477402,1.0000810798136137,10.494187312004444,9.6764,10000,coorte_firmas,1.0267284583580216,1.0267284583580216,1.0221783410288665
G,G_C000010,coorte de 10000 firmas,10000,83625,0.004747808343538638,1.0000298169100073,5.679309699451663,8.3625,10000,coorte_firmas,0.9544504819012561,0.9544504819012561,0.950220676403837
G,G_C000011,coorte de 10000 firmas,10000,95227,0.0054065117504353225,1.0000830184430396,10.608945317333658,9.5227,10000,coorte_firmas,1.018542721868476,1.018542721868476,1.0140288809872458
G,G_C000012,coorte de 10000 firmas,10000,87634,0.004975419269090164,1.0000335165453775,6.666576462465434,8.7634,10000,coorte_firmas,0.9770631132460917,0.9770631132460917,0.9727330961251393
G,G_C000013,coorte de 10000 firmas,10000,87865,0.004988534291240926,1.0000261380782025,6.174735740307538,8.7865,10000,coorte_firmas,0.9783456858616779,0.9783456858616779,0.9740099848076109
G,G_C000014,coorte de 10000 firmas,10000,90057,0.005112985064203995,1.0000300477853898,6.220783126139766,9.0057,10000,coorte_firmas,0.9904764045908686,0.9904764045908686,0.9860869442462555
G,G_C000015,coorte de 10000 firmas,10000,94984,0.0053927154284325735,1.0000723563028027,9.399144470691374,9.4984,10000,coorte_firmas,1.017235827419547,1.017235827419547,1.0127277782576667
G,G_C000016,coorte de 10000 firmas,10000,99071,0.005624754803022019,1.0000692021020405,10.023765631136929,9.9071,10000,coorte_firmas,1.0388883397576356,1.0388883397576356,1.034284333898727
G,G_C000017,coorte de 10000 firmas,10000,95771,0.0054373973437254275,1.0000365357956822,7.3636739100268125,9.5771,10000,coorte_firmas,1.021419390020052,1.021419390020052,1.0168928007071407
G,G_C000018,coorte de 10000 firmas,10000,89025,0.005054393276933061,1.0000314839084892,6.2226041629547355,8.9025,10000,coorte_firmas,0.9847857637377109,0.9847857637377109,0.9804215224111832
G,G_C000019,coorte de 10000 firmas,10000,89947,0.005106739815560775,1.0000325572521822,6.353056088889641,8.9947,10000,coorte_firmas,0.9898728021182095,0.9898728021182095,0.9854860167379926
G,G_C000020,coorte de 10000 firmas,10000,93871,0.005329524867160723,1.000048574872312,8.126599079784794,9.3871,10000,coorte_firmas,1.0112439726110343,1.0112439726110343,1.0067624773468047
G,G_C000021,coorte de 10000 firmas,10000,84235,0.004782441086014674,1.0000240074645013,5.547738888111073,8.4235,10000,coorte_firmas,0.9579219227299056,0.9579219227299056,0.9536767329671114
G,G_C000022,coorte de 10000 firmas,10000,77903,0.00442294186411588,1.0000062748475198,3.18143908763662,7.7903,10000,coorte_firmas,0.9212050137516756,0.9212050137516756,0.9171225410563346
G,G_C000023,coorte de 10000 firmas,10000,87690,0.004978598668399439,1.0000581559889405,7.818918860727375,8.769,10000,coorte_firmas,0.9773896941347441,0.9773896941347441,0.9730582297164574
G,G_C000024,coorte de 10000 firmas,10000,85483,0.0048532962706213855,1.0000426394649562,6.8455591261664255,8.5483,10000,coorte_firmas,0.9650027587645377,0.9650027587645377,0.960726189103306
G,G_C000025,coorte de 10000 firmas,10000,98185,0.005574452163950267,1.0000783091714254,10.388239951295036,9.8185,10000,coorte_firmas,1.034238126428823,1.034238126428823,1.0296547287609892
G,G_C000026,coorte de 10000 firmas,10000,88355,0.0050163540351970855,1.0000379082206516,6.973981063254556,8.8355,10000,coorte_firmas,0.9810768096255258,0.9810768096255258,0.9767290051438536
G,G_C000027,coorte de 10000 firmas,10000,101072,0.005738361553340953,1.0000760480713016,10.477924602825823,10.1072,10000,coorte_firmas,1.049331746175454,1.049331746175454,1.0446814586301558
G,G_C000028,coorte de 10000 firmas,10000,79895,0.004536037639545823,1.0000085097318223,3.6038390825756004,7.9895,10000,coorte_firmas,0.9329096483711578,0.9329096483711578,0.9287753046476204
G,G_C000029,coorte de 10000 firmas,10000,102938,0.005844303680325026,1.0000941228368438,11.935487593244025,10.2938,10000,coorte_firmas,1.0589853564685083,1.0589853564685083,1.0542922873492448
G,G_C000030,coorte de 10000 firmas,10000,104532,0.005934803010664046,1.0000621697364136,10.23006966883753,10.4532,10000,coorte_firmas,1.0671326212280068,1.0671326212280068,1.0624034461546659
G,G_C000031,coorte de 10000 firmas,10000,78143,0.004436567861155632,1.0000049053006017,3.1079934321513907,7.8143,10000,coorte_firmas,0.922622167531688,0.922622167531688,0.9185334144844974
G,G_C000032,coorte de 10000 firmas,10000,96465,0.005476799185165377,1.0000637029116946,9.564805864241816,9.6465,10000,coorte_firmas,1.0251302521832264,1.0251302521832264,1.0205872175696151
G,G_C000033,coorte de 10000 firmas,10000,94123,0.005343832164052462,1.0000536088732712,8.375001697422276,9.4123,10000,coorte_firmas,1.0126034811687379,1.0126034811687379,1.0081159610170152
G,G_C000034,coorte de 10000 firmas,10000,90265,0.005124794261638446,1.0000337481643968,6.8075549245437985,9.0265,10000,coorte_firmas,0.9916217725354255,0.9916217725354255,0.9872272363029372
G,G_C000035,coorte de 10000 firmas,10000,92928,0.00527598605379203,1.0000645481948052,8.83323362300222,9.2928,10000,coorte_firmas,1.0061614669340042,1.0061614669340042,1.0017024956360367
G,G_C000036,coorte de 10000 firmas,10000,114676,0.006510728485544236,1.0001350350898317,15.254103249448612,11.4676,10000,coorte_firmas,1.1177611719486698,1.1177611719486698,1.112807628061833
G,G_C000037,coorte de 10000 firmas,10000,95719,0.0054344450443668145,1.0000655068957627,9.095505936930993,9.5719,10000,coorte_firmas,1.0211598058991,1.0211598058991,1.0166343669762432
G,G_C000038,coorte de 10000 firmas,10000,88994,0.005052633252315426,1.0000277641662707,6.11134895734866,8.8994,10000,coorte_firmas,0.9846120918993516,0.9846120918993516,0.980248620228359
G,G_C000039,coorte de 10000 firmas,10000,96852,0.005498771105391978,1.0000863303480425,10.758144491646517,9.6852,10000,coorte_firmas,1.0271984563714431,1.0271984563714431,1.0226462561681957
G,G_C000040,coorte de 10000 firmas,10000,89334,0.005071936748121742,1.0000596339338832,8.035034018596667,8.9334,10000,coorte_firmas,0.9865100083145318,0.9865100083145318,0.9821381257123922
G,G_C000041,coorte de 10000 firmas,10000,95171,0.005403332351126047,1.000063934167318,9.57952375765206,9.5171,10000,coorte_firmas,1.0182315328385714,1.0182315328385714,1.0137190710431025
G,G_C000042,coorte de 10000 firmas,10000,76400,0.0043376090576544325,1.0000036237618057,2.7866381789135968,7.64,10000,coorte_firmas,0.9122737746080607,0.9122737746080607,0.9082308821792131
G,G_C000043,coorte de 10000 firmas,10000,90900,0.005160846378806124,1.000033316481879,6.845462016154505,9.09,10000,coorte_firmas,0.9951033531637247,0.9951033531637247,0.9906933877296585
G,G_C000044,coorte de 10000 firmas,10000,83886,0.004762626615319368,1.0000298906614715,5.842764683956123,8.3886,10000,coorte_firmas,0.9559388201919131,0.9559388201919131,0.9517024188766876
G,G_C000045,coorte de 10000 firmas,10000,81382,0.0046204620462046205,1.000032194540027,5.614705226294616,8.1382,10000,coorte_firmas,0.9415646283087824,0.9415646283087824,0.9373919286072089
G,G_C000046,coorte de 10000 firmas,10000,108006,0.0061320393178144585,1.0000853051820346,11.479911003425142,10.8006,10000,coorte_firmas,1.0847352051509749,1.0847352051509749,1.0799280213095963
G,G_C000047,coorte de 10000 firmas,10000,78426,0.004452635182665006,1.0000163681221619,4.34094148788255,7.8426,10000,coorte_firmas,0.9242976829497728,0.9242976829497728,0.9202015045783134
G,G_C000048,coorte de 10000 firmas,10000,79036,0.004487267925141043,1.000010104811991,3.7451478021147393,7.9036,10000,coorte_firmas,0.9278818421730218,0.9278818421730218,0.9237697800059403
G,G_C000049,coorte de 10000 firmas,10000,83553,0.004743720544426712,1.000018107538201,4.843209608556774,8.3553,10000,coorte_firmas,0.9540328063714206,0.9540328063714206,0.9498048518723359
G,G_C000050,coorte de 10000 firmas,10000,102289,0.005807456713330029,1.0000525806551677,9.01277681820231,10.2289,10000,coorte_firmas,1.0556154406110825,1.0556154406110825,1.0509373058324578
G,G_C000051,coorte de 10000 firmas,10000,103851,0.005896139244063749,1.0000875221920835,11.339741946685164,10.3851,10000,coorte_firmas,1.063667068014025,1.063667068014025,1.058953251114119
G,G_C000052,coorte de 10000 firmas,10000,102002,0.0057911622918699925,1.0001133996636058,12.884656281197168,10.2002,10000,coorte_firmas,1.0541719545731045,1.0541719545731045,1.049500216842095
G,G_C000053,coorte de 10000 firmas,10000,78685,0.0044673399044704055,1.000008053581631,3.5831040004259664,7.8685,10000,coorte_firmas,0.925818041889828,0.925818041889828,0.9217151257957477
G,G_C000054,coorte de 10000 firmas,10000,102125,0.005798145615352865,1.000101607351991,12.017567041838015,10.2125,10000,coorte_firmas,1.0547998919545811,1.0547998919545811,1.0501253714149934
G,G_C000055,coorte de 10000 firmas,10000,113621,0.006450830873556993,1.000089331324972,12.145807233316637,11.3621,10000,coorte_firmas,1.1125771775608886,1.1125771775608886,1.1076466074043563
